"BTID";"BLID";"collector";"trapType";"pass";"replicate";"startYear";"startMonth";"startDay";"startHour";"startMinute";"endYear";"endMonth";"endDay";"endHour";"endMinute";"startNESWPhoto_DSC";"endNESWPhoto_DSC";"canolaAdjacent";"percentCanolaBloom";"floralAdjacentNotes";"deployedNotes";"retrievalNotes";"lonTrap";"latTrap";"elevTrap";"locationType";"adjCrop";"oppCrop";"adjCropBloom";"oppCropBloom";"adjMowed";"oppMowed";"created_at";"updated_at";"startjulian";"endjulian";"midjulian";"midyear";"midmonth";"midday";"deployedhours"
"17823-5-DBV-2017";17823;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;9;0;2017;7;21;8;44;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.7333
"17823-5-DPF-2017";17823;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;9;0;2017;7;21;8;44;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.7333
"18292-5-DBV-2017";18292;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;9;17;2017;7;21;8;57;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"40";"";10;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.6666
"18292-5-DPF-2017";18292;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;9;17;2017;7;21;8;57;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"40";"";10;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.6666
"25049-5-DBV-2017";25049;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;9;25;2017;7;21;9;8;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"60";"";30;45;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.7166
"25049-5-DPF-2017";25049;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;9;25;2017;7;21;9;8;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"60";"";30;45;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.7166
"14223-5-DBV-2017";14223;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;9;49;2017;7;21;9;45;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"peas";"60";"0";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.9333
"14223-5-DPF-2017";14223;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;9;49;2017;7;21;9;45;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"peas";"60";"0";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.9333
"10092-5-DBV-2017";10092;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;10;6;2017;7;21;9;58;"";"";"";"";"";"";"pasture was mowed";0.0;0.0;0;"ditch";"canola";"pasture";"70";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.8666
"10092-5-DPF-2017";10092;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;10;6;2017;7;21;9;58;"";"";"";"";"";"";"pasture was mowed";0.0;0.0;0;"ditch";"canola";"pasture";"70";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.8666
"17795-5-DBV-2017";17795;"M. Gavin";"Blue Vane";5;"DBV";2017;7;7;10;22;2017;7;21;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"wetland";"wetland";"";"";90;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.95
"17795-5-DPF-2017";17795;"M. Gavin";"Pit Fall";5;"DPF";2017;7;7;10;22;2017;7;21;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"wetland";"wetland";"";"";90;90;"2018-10-26 11:26:28";"2018-10-26 11:26:28";188;202;195;2017;7;14;335.95
"14006-6-DBV-2017";14006;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;7;44;2017;7;24;7;36;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";100;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.8666
"14006-6-DPF-2017";14006;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;7;44;2017;7;24;7;36;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";100;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.8666
"10962-6-DBV-2017";10962;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;14;2017;7;24;8;4;"";"";"";"";"";"";"mouse in blue vane";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.8333
"10962-6-DPF-2017";10962;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;14;2017;7;24;8;4;"";"";"";"";"";"";"mouse in blue vane";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.8333
"12754-6-DBV-2017";12754;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;30;2017;7;24;8;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"5";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.9333
"12754-6-DPF-2017";12754;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;30;2017;7;24;8;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"canola";"";"5";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.9333
"12228-6-DBV-2017";12228;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;45;2017;7;24;8;42;"";"";"";"";"";"";"blue vanes knocked over ";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.95
"12228-6-DPF-2017";12228;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;45;2017;7;24;8;42;"";"";"";"";"";"";"blue vanes knocked over ";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;335.95
"14455-6-DBV-2017";14455;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;58;2017;7;24;9;10;"";"";"";"";"";"";"mouse in blue vane";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2
"14455-6-DPF-2017";14455;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;58;2017;7;24;9;10;"";"";"";"";"";"";"mouse in blue vane";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2
"10901-6-DBV-2017";10901;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;20;2017;7;24;9;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"shrub";"baled";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3
"10901-6-DPF-2017";10901;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;20;2017;7;24;9;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"shrub";"baled";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3
"12898-6-DBV-2017";12898;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;30;2017;7;24;10;0;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"shrub";"lawn";"";"";0;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.5
"12898-6-DPF-2017";12898;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;30;2017;7;24;10;0;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"shrub";"lawn";"";"";0;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.5
"11395-6-DBV-2017";11395;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;48;2017;7;24;10;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"lawn";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3833
"11395-6-DPF-2017";11395;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;48;2017;7;24;10;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"lawn";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3833
"13358-6-DBV-2017";13358;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;10;11;2017;7;24;10;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3666
"13358-6-DPF-2017";13358;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;10;11;2017;7;24;10;33;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.3666
"13825-6-DBV-2017";13825;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;10;40;2017;7;24;10;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2666
"13825-6-DPF-2017";13825;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;10;40;2017;7;24;10;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2666
"11794-6-DBV-2017";11794;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;11;1;2017;7;24;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"shrub";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2333
"11794-6-DPF-2017";11794;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;11;1;2017;7;24;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"shrub";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2333
"11520-6-DBV-2017";11520;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;11;49;2017;7;24;11;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.1166
"11520-6-DPF-2017";11520;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;11;49;2017;7;24;11;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.1166
"17882-6-DBV-2017";17882;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;12;2;2017;7;24;12;15;"";"";"";"";"";"";"dead shrew and 3 frogs ";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2166
"17882-6-DPF-2017";17882;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;12;2;2017;7;24;12;15;"";"";"";"";"";"";"dead shrew and 3 frogs ";0.0;0.0;0;"ditch";"tree";"tree";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.2166
"10348-6-DBV-2017";10348;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;12;23;2017;7;24;12;50;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"tree";"";"";50;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.45
"10348-6-DPF-2017";10348;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;12;23;2017;7;24;12;50;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"tree";"tree";"";"";50;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.45
"25196-6-DBV-2017";25196;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;7;50;2017;7;24;9;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"10";"1";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.4166
"25196-6-DPF-2017";25196;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;7;50;2017;7;24;9;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"10";"1";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.4166
"18107-6-DBV-2017";18107;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;38;2017;7;24;9;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";25;25;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.8
"18107-6-DPF-2017";18107;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;38;2017;7;24;9;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";25;25;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.8
"13212-6-DBV-2017";13212;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;8;55;2017;7;24;9;37;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";50;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.7
"13212-6-DPF-2017";13212;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;8;55;2017;7;24;9;37;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";50;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.7
"13902-6-DBV-2017";13902;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;7;2017;7;24;10;3;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"peas";"10";"0";5;5;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.9333
"13902-6-DPF-2017";13902;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;7;2017;7;24;10;3;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"peas";"10";"0";5;5;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;336.9333
"12373-6-DBV-2017";12373;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;18;2017;7;24;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"60";"60";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.0166
"12373-6-DPF-2017";12373;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;18;2017;7;24;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"60";"60";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.0166
"11589-6-DBV-2017";11589;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;29;2017;7;24;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"85";"10";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.1
"11589-6-DPF-2017";11589;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;29;2017;7;24;10;35;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"85";"10";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.1
"18381-6-DBV-2017";18381;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;43;2017;7;24;11;6;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.3833
"18381-6-DPF-2017";18381;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;43;2017;7;24;11;6;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.3833
"13460-6-DBV-2017";13460;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;9;50;2017;7;24;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.4166
"13460-6-DPF-2017";13460;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;9;50;2017;7;24;11;15;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.4166
"25056-6-DBV-2017";25056;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;10;2;2017;7;24;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"1";95;95;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.8833
"25056-6-DPF-2017";25056;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;10;2;2017;7;24;11;55;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"1";95;95;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.8833
"10212-6-DBV-2017";10212;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;10;46;2017;7;24;12;45;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"lawn";"";"";0;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.9833
"10212-6-DPF-2017";10212;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;10;46;2017;7;24;12;45;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"lawn";"";"";0;100;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;337.9833
"12647-6-DBV-2017";12647;"M. Gavin";"Blue Vane";6;"DBV";2017;7;10;10;54;2017;7;24;12;54;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;338.0
"12647-6-DPF-2017";12647;"M. Gavin";"Pit Fall";6;"DPF";2017;7;10;10;54;2017;7;24;12;54;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";40;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";191;205;198;2017;7;17;338.0
"25210-6-DBV-2017";25210;"M. Gavin";"Blue Vane";6;"DBV";2017;7;11;8;27;2017;7;25;8;39;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.2
"25210-6-DPF-2017";25210;"M. Gavin";"Pit Fall";6;"DPF";2017;7;11;8;27;2017;7;25;8;39;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.2
"25203-6-DBV-2017";25203;"M. Gavin";"Blue Vane";6;"DBV";2017;7;11;9;29;2017;7;25;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.8333
"25203-6-DPF-2017";25203;"M. Gavin";"Pit Fall";6;"DPF";2017;7;11;9;29;2017;7;25;10;19;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"pasture";"15";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.8333
"25231-6-DBV-2017";25231;"M. Gavin";"Blue Vane";6;"DBV";2017;7;11;10;39;2017;7;25;10;37;"";"";"";"";"";"";"dead shrew in pit fall";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";50;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.9666
"25231-6-DPF-2017";25231;"M. Gavin";"Pit Fall";6;"DPF";2017;7;11;10;39;2017;7;25;10;37;"";"";"";"";"";"";"dead shrew in pit fall";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";50;50;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;335.9666
"25224-6-DBV-2017";25224;"M. Gavin";"Blue Vane";6;"DBV";2017;7;11;12;4;2017;7;25;12;28;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4
"25224-6-DPF-2017";25224;"M. Gavin";"Pit Fall";6;"DPF";2017;7;11;12;4;2017;7;25;12;28;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"0";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4
"25217-6-DBV-2017";25217;"M. Gavin";"Blue Vane";6;"DBV";2017;7;11;12;30;2017;7;25;12;58;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"0";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4666
"25217-6-DPF-2017";25217;"M. Gavin";"Pit Fall";6;"DPF";2017;7;11;12;30;2017;7;25;12;58;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"canola";"1";"0";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";192;206;199;2017;7;18;336.4666
"20008-6-DBV-2017";20008;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;8;0;2017;7;26;7;52;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"canola";"";"5";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.8666
"20008-6-DPF-2017";20008;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;8;0;2017;7;26;7;52;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"canola";"";"5";10;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.8666
"17774-6-DBV-2017";17774;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;8;13;2017;7;26;8;4;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"95";"";15;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.85
"17774-6-DPF-2017";17774;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;8;13;2017;7;26;8;4;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"95";"";15;20;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.85
"12276-6-DBV-2017";12276;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;8;25;2017;7;26;8;21;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.9333
"12276-6-DPF-2017";12276;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;8;25;2017;7;26;8;21;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.9333
"11482-6-DBV-2017";11482;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;8;43;2017;7;26;8;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.9166
"11482-6-DPF-2017";11482;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;8;43;2017;7;26;8;38;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";20;40;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;335.9166
"12490-6-DBV-2017";12490;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;8;56;2017;7;26;8;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.0
"12490-6-DPF-2017";12490;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;8;56;2017;7;26;8;56;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"pasture";"";"";30;30;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.0
"18302-6-DBV-2017";18302;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;9;10;2017;7;26;9;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.0166
"18302-6-DPF-2017";18302;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;9;10;2017;7;26;9;11;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"cereal";"cereal";"";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.0166
"12826-6-DBV-2017";12826;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;9;20;2017;7;26;9;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";20;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.1
"12826-6-DPF-2017";12826;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;9;20;2017;7;26;9;26;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"pasture";"cereal";"";"";20;10;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.1
"15208-6-DBV-2017";15208;"M. Gavin";"Blue Vane";6;"DBV";2017;7;12;9;33;2017;7;26;9;42;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"5";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.15
"15208-6-DPF-2017";15208;"M. Gavin";"Pit Fall";6;"DPF";2017;7;12;9;33;2017;7;26;9;42;"";"";"";"";"";"";"";0.0;0.0;0;"ditch";"canola";"cereal";"5";"";0;0;"2018-10-26 11:26:28";"2018-10-26 11:26:28";193;207;200;2017;7;19;336.15
